min_area,latitude_formatada,longitude_formatada,quant_quartos,quant_vagas,quant_suites,price
100,0.71917215174,0.30935652269,3,0,0,600000.00
71,0.68400317978,0.48492082177,3,2,1,499000.00
67,0.60185262202,0.31004414138,1,1,0,790000.00
70,0.69737361057,0.54687035760,2,1,0,425000.00
55,0.56552054351,0.82068833107,2,1,1,529000.00
35,0.73239218744,0.37824523011,1,1,0,275000.00
53,0.57902985956,0.45142710199,2,1,1,275000.00
88,0.63954270684,0.47260493244,3,2,1,660000.00
48,0.70571915711,0.89160384128,2,1,0,159000.00
50,0.65678335587,0.85015103286,2,2,0,120000.00
52,0.69357168398,0.65878605546,2,1,0,275000.00
54,0.68287337500,0.52862500586,2,1,1,426000.00
60,0.64815328636,0.51781553575,3,1,1,359000.00
63,0.59322193865,0.45545377621,2,2,1,511000.00
61,0.68462425013,0.42441081112,3,1,0,430000.00
55,0.64820101379,0.41972019175,2,1,0,520000.00
98,0.67444511116,0.37377570860,2,1,1,1100000.00
48,0.61308498704,0.21649281454,2,1,0,234000.00
91,0.68940773491,0.31588477370,3,3,1,1280000.00
110,0.73259798317,0.29237064689,3,2,1,837000.00
160,0.81174263409,0.40748618247,3,2,1,1400000.00
48,0.73837637753,0.84487595932,2,1,0,180000.00
71,0.57677746283,0.24913493833,2,1,0,350000.00
37,0.92579260517,0.17736435711,2,1,0,179900.00
43,0.55957855612,0.11659762969,2,1,0,209900.00
343,0.64566670299,0.30878075606,4,5,4,7190000.00
107,0.70885919183,0.37134298056,2,1,0,795000.00
41,0.67700305548,0.45485933137,2,0,0,186900.00
72,0.73032302718,0.77892472595,3,1,0,215000.00
43,0.60741616624,0.78978024002,2,1,0,184000.00
65,0.60289894217,0.49096800032,2,1,0,150000.00
67,0.71390387298,0.58387992431,2,2,1,550000.00
48,0.64912118622,0.91067928734,2,1,0,190000.00
41,0.67964525174,0.45828765136,2,0,0,187900.00
70,0.59348497660,0.34671272221,2,1,0,620000.00
48,0.66875833503,0.92532864959,2,1,0,125000.00
50,0.64540473929,0.57820891619,2,1,0,336000.00
59,0.57902985956,0.45142710199,3,1,0,265000.00
134,0.83992759550,0.22583930312,4,2,3,1104500.00
90,0.67444511116,0.37377570860,2,1,0,800000.00
92,0.68931795825,0.59276358427,3,2,1,800000.00
47,0.72205267818,0.53726932413,2,1,0,370000.00
43,0.62879973972,0.31635194610,1,1,0,720000.00
53,0.72928146442,0.38098788610,2,1,1,500000.00
54,0.72913060893,0.30676763614,2,2,0,540000.00
58,0.67852480828,0.91794967135,2,1,1,150000.00
58,0.65212862771,0.48001540301,1,0,0,238000.00
280,0.61607877020,0.25764373099,4,4,1,1950000.00
80,0.60045655654,0.20403032299,3,1,0,415000.00
60,0.69711548348,0.50923637403,2,1,0,368000.00
42,0.68155342786,0.92933078151,2,1,0,125000.00
47,0.62486614069,0.23971829787,1,1,1,373000.00
48,0.72984191634,0.30454036839,1,0,0,447000.00
35,0.56793776099,0.39111038908,1,1,0,298000.00
45,0.72049163849,0.41121205066,1,0,0,219000.00
49,0.66493937390,0.65809995708,2,1,0,240000.00
50,0.65058508296,0.60518024905,2,1,0,235000.00
111,0.63792918233,0.48449556675,3,2,1,1100000.00
72,0.71920299808,0.56260435906,3,2,1,585000.00
43,0.59592797610,0.16811343146,2,1,0,199900.00
48,0.70740158713,0.84250491280,2,0,0,168000.00
31,0.75054947922,0.32664342171,1,0,0,180000.00
56,0.69170970064,0.85197715351,2,1,0,180000.00
70,0.72450457861,0.53626960560,3,1,1,535000.00
56,0.69387400881,0.85120656882,2,1,0,175000.00
34,0.63283754107,0.48785416924,1,1,0,249000.00
134,0.65629687378,0.39216722817,4,1,1,850000.00
109,0.59994352511,0.18052835873,3,3,1,520000.00
65,0.64000923856,0.53128795368,2,1,1,379000.00
50,0.73637136539,0.57757211960,2,1,0,310000.00
146,0.72230389938,0.23604716117,4,0,2,1669100.00
64,0.69177369528,0.37713800329,3,1,1,645000.00
47,0.57613828369,0.34907356087,1,1,1,550000.00
39,0.67767216018,0.36222063047,1,0,0,228000.00
80,0.69368417337,0.31742985247,2,1,1,719000.00
52,0.68834775643,0.84445244181,2,1,0,193000.00
51,0.51190254398,0.24058249079,2,1,0,358000.00
57,0.54588063233,0.33454647573,1,1,1,420000.00
67,0.61283729553,0.43223198509,2,2,1,595000.00
48,0.61308498704,0.21649281454,2,1,0,270000.00
54,0.71150629895,0.82444916660,2,1,0,210000.00
54,0.53229550487,0.13770053011,2,1,0,299000.00
93,0.68435645479,0.29177250985,2,2,2,1290000.00
53,0.82187957036,0.40263049986,2,1,0,265000.00
63,0.64930104647,0.47780377282,2,1,1,490000.00
65,0.72878608139,0.31323398843,2,1,0,520000.00
76,0.75054947922,0.32664342171,4,2,1,646000.00
42,0.70000429700,0.38676423062,1,1,0,375000.00
65,0.61768922542,0.44953625918,3,1,0,460000.00
54,0.65428004487,0.54341423749,2,1,0,310000.00
34,0.73884152808,0.37766620565,2,0,0,199000.00
58,0.72269953055,0.54301938885,2,1,0,330000.00
48,0.67764975438,0.67532256831,2,1,0,290000.00
102,0.70023602822,0.39098203069,4,2,1,798000.00
50,0.49067719228,0.33373592836,2,1,0,290000.00
70,0.74312732786,0.39470746451,1,0,0,220000.00
95,0.58002768497,0.34423742522,2,1,0,510000.00
63,0.73577469587,0.36873063765,1,1,1,480000.00
133,0.59041599590,0.17689088625,3,2,3,800000.00
53,0.57902985956,0.45142710199,2,1,1,254999.00
50,0.76101897280,0.87296472686,2,0,0,225000.00
70,0.75054947922,0.32664342171,3,1,1,530000.00
48,0.66302352456,0.72669828352,2,1,0,220000.00
70,0.79742931814,0.25860674466,2,1,0,285000.00
41,0.75151139396,0.34740989719,1,1,0,65000.00
177,0.64118508265,0.42032766790,3,3,3,2050000.00
41,0.67700305548,0.45485933137,2,1,0,229900.00
104,0.65501145612,0.32271860888,2,1,1,1250000.00
69,0.78078380398,0.29026478749,2,1,0,450000.00
62,0.62181879847,0.06010538853,2,1,0,267009.00
64,0.79638790885,0.52335275577,2,1,0,330000.00
160,0.49948742897,0.29362925407,4,2,3,1300000.00
115,0.58614784452,0.18860603228,3,2,1,600000.00
48,0.70806808294,0.74069195378,2,1,0,215000.00
250,0.78505180190,0.42247088371,3,4,3,1700000.00
66,0.59814615027,0.46147206869,2,1,0,398000.00
50,0.81767648788,0.27522644070,2,1,0,250000.00
45,0.64974686050,0.07682564283,2,1,0,210000.00
55,0.64451372509,0.18321975824,2,1,0,330000.00
65,0.60603514027,0.48154527858,2,2,1,400000.00
69,0.59827014949,0.20543748708,3,1,0,320000.00
60,0.58714398182,0.41324276285,2,0,1,470000.00
47,0.53352644268,0.12447049451,2,1,0,240000.00
185,0.55409113022,0.27496733485,4,2,2,1500000.00
50,0.80141801089,0.77485765468,2,1,0,255000.00
87,0.69288508434,0.41561532968,2,0,0,380000.00
48,0.58332901075,0.20838039083,2,1,0,320000.00
101,0.61207503794,0.36431063511,3,2,1,850000.00
37,0.72928146442,0.38098788610,1,1,0,410000.00
45,0.69329713620,0.38546153418,1,1,1,480000.00
48,0.65428004487,0.54341423749,2,1,0,330000.00
51,0.75054947922,0.32664342171,2,1,0,414000.00
50,0.77517376005,0.46153353303,2,1,0,350000.00
64,0.72706421103,0.37141573869,1,0,0,320000.00
68,0.62946516128,0.48694827613,2,1,1,555400.00
52,0.60719701911,0.42906950379,2,2,0,345000.00
41,0.67700305548,0.45485933137,2,0,0,189900.00
165,0.65535184011,0.29768025340,3,2,1,2350000.00
53,0.69473248856,0.45018782459,2,1,0,330000.00
102,0.62397221067,0.42288549650,2,1,1,820000.00
62,0.72860775578,0.63643823073,2,1,1,359000.00
104,0.54455500701,0.36695729380,3,2,1,585000.00
237,0.58737632689,0.22767671757,4,4,2,1750000.00
72,0.69064619247,0.77914604100,3,1,0,260000.00
70,0.65063572620,0.38934964216,2,1,0,690000.00
224,0.60863912390,0.36458885354,4,4,2,2300000.00
47,0.71689780960,0.67966351425,2,0,0,220000.00
64,0.73453086706,0.42125093608,3,1,1,430000.00
44,0.84737552888,0.17786584529,2,1,0,215348.00
67,0.68020892641,0.57883463617,3,2,1,508000.00
54,0.38614078515,0.25566014870,2,1,0,230000.00
61,0.68170336256,0.60124740025,2,1,0,370000.00
80,0.60109174561,0.41359308785,3,1,0,440000.00
41,0.74870468389,0.81005760707,2,1,0,215000.00
49,0.73129952104,0.83744376991,2,1,0,235000.00
75,0.72913060893,0.30676763614,2,2,1,820000.00
44,0.66055121337,0.50497991441,2,1,0,297000.00
30,0.59982029321,0.33969557995,1,1,0,290000.00
63,0.82187957036,0.40263049986,2,2,1,375000.00
53,0.60719701911,0.42906950379,2,2,0,328000.00
90,0.72369321242,0.32765421684,3,1,1,660000.00
72,0.62050192061,0.85311391796,3,2,1,585000.00
123,0.58262522310,0.34072266422,3,2,1,950000.00
48,0.64673450815,0.51772952912,2,1,0,330000.00
85,0.63336545854,0.34109427370,2,0,0,700000.00
69,0.75795398217,0.15997624827,3,1,0,295000.00
135,0.73086138023,0.35986978248,2,0,0,565000.00
57,0.57786521837,0.40248063982,3,1,1,399990.00
55,0.83992759550,0.22583930312,2,1,0,401497.00
65,0.59827628806,0.47776598203,2,1,1,450000.00
53,0.80501966646,0.26831159422,2,1,0,300000.00
73,0.58638233809,0.15270673302,3,1,0,235000.00
53,0.57902985956,0.45142710199,2,1,1,265400.00
70,0.58571400071,0.18088606814,2,2,0,370000.00
67,0.70392009417,0.38465120401,2,1,1,820000.00
50,0.81456315596,0.36583529817,2,1,0,299999.00
48,0.66076928625,0.72635577730,2,1,0,207000.00
75,0.60253262269,0.17886773570,3,2,1,358000.00
63,0.61795303069,0.34643928192,2,1,0,630000.00
75,0.64658718235,0.41692779960,3,2,0,680000.00
74,0.66797367165,0.24812370881,3,2,1,560000.00
61,0.54625876857,0.36560182056,2,1,0,292000.00
78,0.68513006874,0.49927654521,2,0,0,360000.00
49,0.70696620868,0.52665814709,2,1,0,350000.00
78,0.55067240419,0.39068513406,3,1,0,385000.00
55,0.66253888404,0.64812579382,2,2,0,315000.00
41,0.67700305548,0.45485933137,2,1,0,229900.00
90,0.78285526621,0.43387284397,3,1,0,480000.00
82,0.60029081500,0.42456175711,1,1,0,382000.00
61,0.49864276101,0.33213676966,2,1,0,244000.00
55,0.78548242296,0.46438782389,2,1,1,405000.00
67,0.73834844702,0.35821849855,2,1,1,640000.00
60,0.62051987594,0.29370179502,1,1,0,565000.00
44,0.62431597088,0.05643577216,2,1,0,199000.00
52,0.68328542687,0.75384597341,2,1,0,230000.00
60,0.69849129166,0.39823482244,2,0,2,500000.00
35,0.72386539946,0.36842266440,1,1,0,340000.00
45,0.58467520031,0.33262262027,1,1,0,421000.00
85,0.73131241205,0.23671175789,3,2,1,880000.00
70,0.65593807405,0.13261223866,3,1,0,380000.00
58,0.66236086535,0.56932786250,2,1,0,330000.00
35,0.62772947913,0.25411506993,1,1,1,220000.00
66,0.62024195194,0.05719528023,2,1,1,320000.00
68,0.62788647319,0.21585884140,3,1,1,369000.00
34,0.73218455013,0.18806588456,2,0,0,198000.00
83,0.57361041839,0.19056333476,3,2,2,400000.00
500,0.60152528249,0.20148769758,6,6,4,2300000.00
38,0.54488065842,0.25586517461,1,0,0,250000.00
64,0.57981482988,0.40140338501,2,1,0,430000.00
46,0.55165871977,0.27254915844,1,1,0,480000.00
85,0.65110502028,0.31844086479,1,1,1,900000.00
50,0.49458470236,0.30872472143,2,1,0,290000.00
64,0.78385094312,0.19543422056,3,1,1,399000.00
85,0.62076219620,0.43259121481,2,0,0,430000.00
34,0.63283754107,0.48785416924,1,1,1,249000.00
84,0.77620903077,0.36246757376,3,1,0,375000.00
134,0.65739537182,0.47674780249,4,2,2,950000.00
89,0.58826396488,0.20478765918,3,2,1,636000.00
115,0.68288396405,0.52612451502,3,2,1,950000.00
62,0.78632156620,0.41051270379,2,2,1,430000.00
70,0.61319885761,0.30128688512,3,2,1,670000.00
32,0.71019786163,0.44436804237,1,0,1,184999.00
90,0.66895753180,0.43711112405,3,1,0,640000.00
42,0.68834775643,0.84445244181,2,1,0,210000.00
62,0.60606107575,0.83024570966,2,1,1,430000.00
45,0.71855737343,0.55908221365,1,1,1,450000.00
62,0.67628668374,0.63051528399,2,1,0,249000.00
107,0.59244387424,0.32664928580,3,2,1,878000.00
63,0.65122196014,0.41462712215,2,1,1,620000.00
50,0.73909520470,0.64288438450,2,1,0,308000.00
48,0.75250722434,0.47361116661,2,0,0,275960.00
84,0.63428839334,0.46805939497,3,2,1,692900.00
55,0.68375380016,0.36182208963,1,0,0,440000.00
141,0.62660166939,0.19463388105,2,3,0,420000.00
85,0.60185262202,0.31004414138,2,2,1,901000.00
97,0.68094969898,0.50225137567,2,2,1,799000.00
64,0.51841956241,0.30547493037,2,1,0,330000.00
73,0.71690149275,0.48848966270,2,1,1,790000.00
48,0.70246095482,0.49652911107,2,1,0,369000.00
96,0.53653772078,0.29126624353,3,2,1,580000.00
60,0.65629687378,0.39216722817,2,1,0,625000.00
85,0.53243377628,0.25729927007,3,1,1,549900.00
76,0.62879973972,0.31635194610,2,1,1,875000.00
297,0.69461002399,0.56909221301,4,6,4,3450000.00
50,0.70870419280,0.51575593750,2,1,0,375000.00
80,0.59934547441,0.31222970895,2,1,1,640000.00
40,0.67528348708,0.42372015179,1,1,0,375000.00
49,0.55549962631,0.36040167704,2,1,0,314000.00
70,0.60602669973,0.36368708702,2,0,0,550000.00
39,0.62337584808,0.51629695398,1,1,0,220000.00
58,0.57154340663,0.18149919119,2,1,0,340000.00
55,0.61548854619,0.41522265293,2,1,0,380000.00
51,0.68867187320,0.44677731406,1,0,0,350000.00
67,0.57169717794,0.47594181608,3,1,0,341000.00
107,0.60925298143,0.20338831387,3,2,1,430000.00
57,0.73884152808,0.37766620565,2,1,1,359990.00
45,0.81724110942,0.36349205177,2,1,0,270000.00
30,0.71019786163,0.44436804237,1,0,0,199784.00
54,0.70140404563,0.84475694004,2,1,0,180000.00
72,0.56753553084,0.43026577787,2,2,1,610000.00
73,0.48712157602,0.30260804258,3,1,1,480000.00
50,0.74005988180,0.91926083814,2,1,0,100000.00
253,0.66826279855,0.41392994716,4,3,3,1790000.00
35,0.61611130465,0.26845776206,1,1,0,219999.00
60,0.49948742897,0.29362925407,3,1,0,340000.00
37,0.72928146442,0.38098788610,1,1,0,365000.00
44,0.68427435134,0.39036912483,1,0,0,289000.00
32,0.68262215381,0.42014501240,1,0,0,220000.00
110,0.60602669973,0.36368708702,3,2,1,1200000.00
73,0.60776898086,0.19245374320,3,1,0,420000.00
145,0.56113806116,0.33605723872,4,2,3,1070000.00
87,0.71822143989,0.56097218771,3,2,1,540000.00
56,0.68513006874,0.49927654521,1,1,0,290000.00
72,0.80166723704,0.40169333162,2,1,1,430000.00
56,0.71383542787,0.43544811194,2,1,0,340000.00
100,0.60904733916,0.29723349672,3,2,1,900000.00
61,0.71135866621,0.38568545550,2,0,0,300000.00
30,0.69762713373,0.40404939213,1,0,0,205000.00
407,0.62387015686,0.34351114698,4,5,4,11990000.00
48,0.58332901075,0.20838039083,2,1,0,330000.00
76,0.65579949572,0.13832863917,3,2,1,445000.00
102,0.74453060617,0.37066187752,3,2,1,960400.00
54,0.62207017312,0.42203259738,2,1,0,482000.00
39,0.69046387679,0.39951189063,1,0,0,210000.00
50,0.73848549071,0.65209187246,2,1,0,290000.00
93,0.56552054351,0.82068833107,3,2,1,1030000.00
72,0.64064243259,0.11336347620,3,1,1,450000.00
55,0.71019786163,0.44436804237,1,0,0,210000.00
90,0.67767216018,0.36222063047,2,1,0,720000.00
70,0.59384653869,0.20506631198,2,1,1,345000.00
131,0.69424508569,0.31989450722,3,3,3,1360000.00
140,0.63565054319,0.30295597850,3,2,3,2050000.00
82,0.63766061966,0.44434024224,2,1,0,620000.00
99,0.64218321499,0.54085249949,3,2,1,651000.00
63,0.57191847358,0.41011633483,2,1,1,490000.00
68,0.62002464638,0.06018618264,2,1,0,255000.00
50,0.71249890657,0.16664567178,2,1,0,300000.00
51,0.55091595216,0.49056989386,2,1,0,224980.00
49,0.76627267244,0.37721445363,1,1,0,420000.00
75,0.59471898370,0.33371073450,2,1,1,660000.00
71,0.70408614263,0.45551480617,3,1,1,425427.00
90,0.72859900831,0.36074092543,2,2,0,700000.00
43,0.69175527956,0.35302378474,1,1,0,430000.00
170,0.68673653388,0.33732887721,3,2,2,2800000.00
40,0.69046387679,0.39951189063,1,0,0,220000.00
106,0.67631660930,0.50901223553,2,1,0,450000.00
44,0.73347365093,0.84625402016,2,1,0,189000.00
50,0.54675783474,0.38294953235,2,1,0,330000.00
55,0.66797367165,0.24812370881,3,1,0,327000.00
106,0.75466293851,0.54752865585,2,1,1,760000.00
50,0.58332901075,0.20838039083,1,1,0,325000.00
65,0.64495892526,0.15583272665,2,2,1,350000.00
56,0.59962247762,0.40796616899,2,2,1,600000.00
45,0.59244387424,0.32664928580,1,1,0,420000.00
61,0.58959803075,0.47395215251,2,1,1,340000.00
45,0.71274966737,0.38222629475,1,0,0,310000.00
58,0.57169717794,0.47594181608,2,1,1,400000.00
56,0.68513006874,0.49927654521,1,0,0,320000.00
49,0.59418293261,0.28182419202,1,1,0,658000.00
68,0.58997171651,0.21490560120,3,1,1,310000.00
31,0.55455397879,0.26557328200,1,1,0,336000.00
70,0.49067719228,0.33373592836,3,1,1,345000.00
64,0.58957409030,0.20227305108,2,1,2,395000.00
123,0.58262522310,0.34072266422,3,2,2,947000.00
96,0.72686777662,0.57151581914,3,1,1,580000.00
57,0.72454309817,0.54308715165,2,1,0,382000.00
130,0.69009571573,0.48168449639,2,1,0,450000.00
45,0.63035034384,0.92538316390,1,0,0,129500.00
75,0.76111197222,0.36384476584,3,1,0,410000.00
76,0.62442493060,0.55889499719,2,2,1,420000.00
85,0.59283382723,0.35083821718,3,1,0,445000.00
88,0.72645633862,0.33368792971,2,2,2,1086000.00
46,0.67767216018,0.36222063047,1,0,0,280000.00
60,0.57948795074,0.50632670011,2,2,1,290000.00
69,0.52032651082,0.22486847066,2,1,0,310000.00
53,0.78080329396,0.31420460370,2,1,1,299000.00
129,0.73593568001,0.20794536233,3,2,3,1295000.00
50,0.74733286578,0.20746190080,2,1,0,430000.00
170,0.73069149516,0.29995313073,4,3,2,1600000.00
55,0.71917215174,0.30935652269,2,1,1,750000.00
42,0.72928146442,0.38098788610,1,1,1,320000.00
276,0.68880968422,0.55366640199,3,3,3,900000.00
168,0.73771279755,0.33378197231,3,2,3,1326000.00
69,0.58449610738,0.29110270061,2,1,0,619000.00
67,0.58771793861,0.18291265375,2,1,1,370000.00
92,0.69932767254,0.18233276053,3,0,1,299000.00
48,0.63766061966,0.44434024224,2,1,0,350000.00
56,0.73297120855,0.82804949986,3,1,0,280000.00
75,0.50806378594,0.30759859922,3,1,1,407000.00
78,0.58213321629,0.20326321331,3,2,1,450000.00
69,0.69067427645,0.29435314324,2,1,0,650000.00
65,0.66236086535,0.56932786250,2,1,0,298000.00
85,0.65172532331,0.13252253982,3,2,1,491000.00
48,0.58332901075,0.20838039083,1,1,1,378000.00
65,0.57669581978,0.40308898472,2,2,1,530000.00
42,0.69175527956,0.35302378474,1,1,0,470000.00
40,0.73884152808,0.37766620565,2,1,0,280000.00
62,0.67847293732,0.36796417954,1,1,0,798000.00
68,0.67240296063,0.17495356511,2,1,2,424000.00
32,0.69190521426,0.44967482542,1,0,0,230000.00
240,0.73593568001,0.20794536233,4,3,4,2700000.00
47,0.55549962631,0.36040167704,2,1,0,310000.00
55,0.53685385740,0.38150414309,2,1,0,320000.00
89,0.60567541976,0.21469101900,3,2,1,360000.00
50,0.78369180055,0.22515559382,2,1,0,270000.00
221,0.70289372438,0.50880156271,4,4,4,1350000.00
43,0.66952611734,0.43111932856,1,1,0,500000.00
70,0.69357168398,0.65878605546,3,1,1,390000.00
55,0.68270134143,0.17529824321,3,1,0,540000.00
103,0.68253652069,0.35608527341,2,2,2,2200000.00
177,0.66210504023,0.45849289446,3,4,3,890000.00
115,0.73401016241,0.56768504892,3,1,1,529000.00
72,0.58403863005,0.33011995754,2,1,0,600000.00
45,0.60642386555,0.49344698951,2,1,0,280000.00
74,0.59943678572,0.33288042298,2,1,0,550000.00
58,0.57948795074,0.50632670011,2,1,0,300000.00
96,0.59201616901,0.33467570287,2,1,0,650000.00
96,0.69482825034,0.38106694270,3,0,1,650000.00
56,0.66302352456,0.72669828352,3,1,0,270000.00
62,0.77387207516,0.53565822006,2,1,0,380000.00
65,0.59111333805,0.52207416726,2,1,0,338000.00
75,0.66558146887,0.20257885245,3,2,1,525000.00
57,0.69701097424,0.84642429592,3,1,0,190000.00
48,0.70487847923,0.80911175129,2,1,0,225000.00
70,0.66796768654,0.16432848800,2,1,1,371000.00
45,0.67764975438,0.67532256831,2,1,0,259209.00
60,0.79831189180,0.45461282246,2,1,0,389999.00
